customer_age,customer_tenure_months,vehicle_age_years,idv,claim_amount,repair_estimate,police_report_filed,accident_type,damage_type,previous_claims_count,engine_guard_addon,tyre_rim_addon,vehicle_fire,theft,fraud_label
35,7,2,446462,245437,271807,False,Theft,Engine,4,True,False,False,True,True
48,119,7,610494,123373,139303,False,Hit and run,Total loss,3,True,True,False,False,False
64,3,1,547415,83078,95165,True,Theft,Rear bumper,2,True,True,False,True,False
37,27,4,336561,248036,275589,True,Side collision,Side panel,3,True,False,False,False,False
33,60,8,773650,408718,414116,True,Rollover,Total loss,4,False,True,False,False,False
26,101,9,964176,59300,87865,True,Hit and run,Rear bumper,5,True,True,False,False,False
26,80,7,599840,288667,299049,True,Hit and run,Rear bumper,6,False,True,False,False,True
44,71,5,1121137,834726,836812,True,Theft,Rear bumper,4,False,True,False,True,False
36,44,8,409732,300914,330022,True,Rollover,Side panel,2,False,False,False,False,False
59,46,9,917817,364909,384767,True,Hit and run,Rear bumper,4,True,False,False,False,False
42,71,12,352181,192448,220589,False,Rear-end collision,Side panel,0,True,True,False,False,False
65,31,5,913637,679187,699423,True,Side collision,Side panel,4,False,False,False,False,False
31,61,9,749756,251035,276475,True,Theft,Engine,1,False,False,False,True,False
36,40,12,963434,715589,734229,True,Side collision,Side panel,3,True,True,False,False,False
41,23,1,571310,236768,243410,True,Rollover,Rear bumper,4,True,True,False,False,False
27,28,3,962877,85182,94051,True,Theft,Rear bumper,4,False,True,False,True,False
61,107,1,764891,28638,33644,True,Rollover,Windshield,3,True,False,False,False,True
61,98,6,797692,340661,367930,True,Rollover,Engine,4,False,False,False,False,False
51,7,12,902029,541995,552683,False,Rollover,Rear bumper,6,True,False,False,False,True
24,67,9,970551,575567,594126,True,Rear-end collision,Windshield,1,False,True,False,False,False
69,9,11,369891,270647,291986,True,Theft,Front bumper,6,True,False,False,True,True
68,74,5,887467,89139,109095,False,Hit and run,Rear bumper,6,False,True,False,False,False
43,114,11,1145175,219846,237427,True,Theft,Side panel,1,False,True,False,True,False
27,75,10,872723,683607,698973,False,Hit and run,Total loss,5,True,True,False,False,True
48,32,0,370897,92736,108797,True,Theft,Side panel,0,True,False,False,True,False
55,26,3,852109,215090,243146,True,Theft,Engine,6,True,False,False,True,False
51,50,2,1183686,366197,378431,False,Hit and run,Windshield,6,True,False,False,False,True
33,46,0,703707,546467,567578,True,Hit and run,Rear bumper,3,False,False,False,False,False
48,98,2,430968,277338,279396,True,Hit and run,Rear bumper,0,False,False,False,False,False
53,12,11,1082318,262428,272318,True,Rollover,Rear bumper,6,True,True,False,False,True
42,16,5,791041,47894,54127,True,Rear-end collision,Rear bumper,4,True,True,False,False,False
67,110,4,588741,49197,69503,True,Rear-end collision,Total loss,2,False,True,False,False,True
58,103,1,761501,242932,260114,False,Hit and run,Side panel,6,True,False,False,False,True
43,96,6,535623,170428,200101,True,Side collision,Engine,2,True,False,False,False,False
54,39,3,802679,263207,267257,False,Rear-end collision,Rear bumper,4,True,True,False,False,True
46,76,4,799711,580990,599210,False,Hit and run,Front bumper,2,True,True,False,False,True
59,82,1,1112122,526578,542624,True,Hit and run,Windshield,1,False,True,False,False,False
43,5,5,1183183,867801,877215,False,Side collision,Side panel,5,False,True,False,False,True
32,74,1,829955,395581,405706,False,Side collision,Total loss,2,False,False,False,False,False
60,96,2,990705,366279,394193,False,Fire,Rear bumper,0,False,False,True,False,False
52,115,2,620858,204690,228244,True,Hit and run,Side panel,5,False,True,False,False,False
34,41,5,551458,379290,394428,True,Rear-end collision,Total loss,3,False,True,False,False,True
63,40,5,1078235,415081,420267,True,Theft,Front bumper,5,True,False,False,True,False
21,39,4,356959,237100,260229,True,Side collision,Front bumper,4,True,True,False,False,False
25,27,8,844855,576214,598688,True,Side collision,Windshield,6,True,True,False,False,False
21,96,1,767604,607593,622561,True,Rear-end collision,Windshield,2,True,True,False,False,False
52,1,3,358762,255610,267939,True,Theft,Windshield,5,False,True,False,True,False
39,5,11,917455,13325,34628,True,Rollover,Total loss,5,True,True,False,False,True
28,112,8,742822,578230,597906,True,Fire,Front bumper,4,True,True,True,False,False
48,88,2,793989,42196,60999,True,Fire,Side panel,0,True,False,True,False,False
56,31,1,589620,373887,387840,True,Rear-end collision,Total loss,0,True,False,False,False,False
69,45,1,762247,575969,584490,True,Theft,Rear bumper,6,True,True,False,True,False
30,77,2,385278,93778,111206,True,Fire,Total loss,4,True,True,True,False,True
30,38,7,846022,461748,472261,False,Fire,Rear bumper,4,False,True,True,False,True
30,17,5,988126,156289,173858,True,Hit and run,Side panel,1,True,False,False,False,False
36,62,4,848085,273324,276378,False,Rear-end collision,Side panel,3,True,False,False,False,False
68,111,5,1017520,243138,270928,True,Side collision,Engine,5,False,True,False,False,False
21,43,8,909622,573081,586730,True,Theft,Total loss,0,True,False,False,True,False
54,5,1,843804,650630,674920,True,Side collision,Engine,3,False,False,False,False,False
56,116,9,384394,132132,134408,True,Rear-end collision,Engine,4,True,False,False,False,False
64,49,1,1121628,382379,393710,False,Rollover,Side panel,1,False,True,False,False,False
25,97,4,878453,163049,171048,True,Side collision,Total loss,3,False,True,False,False,False
23,102,6,343259,71519,100419,True,Fire,Front bumper,5,False,False,True,False,False
31,39,3,936609,112793,121747,True,Hit and run,Engine,3,True,True,False,False,False
64,80,12,715712,502156,514596,True,Fire,Rear bumper,1,False,True,True,False,False
40,117,8,523947,150292,170606,False,Rear-end collision,Engine,5,True,True,False,False,True
22,110,0,383262,273964,284816,True,Rear-end collision,Side panel,0,False,False,False,False,False
25,89,11,719403,82083,95121,True,Fire,Rear bumper,5,True,True,True,False,False
44,50,9,1188236,646060,671557,True,Fire,Windshield,2,True,False,True,False,False
64,65,8,1168893,904074,906101,True,Hit and run,Rear bumper,0,True,True,False,False,False
28,8,4,583234,104910,131980,True,Side collision,Engine,0,False,True,False,False,False
66,90,6,528597,120403,141312,False,Fire,Rear bumper,1,True,True,True,False,False
34,107,6,701571,84930,91843,True,Rollover,Total loss,4,True,True,False,False,False
63,5,2,640592,166424,181941,True,Theft,Side panel,3,False,True,False,True,False
30,14,1,953130,386376,412202,True,Hit and run,Windshield,6,True,True,False,False,False
40,118,6,994921,42173,56232,True,Rollover,Windshield,6,True,False,False,False,True
23,103,12,852072,361980,385730,False,Rollover,Front bumper,1,False,False,False,False,False
38,105,6,767452,492558,499819,True,Rollover,Front bumper,1,False,True,False,False,False
27,76,3,327164,140450,154893,True,Hit and run,Engine,4,False,False,False,False,False
48,31,11,620899,449341,456068,True,Fire,Side panel,4,False,False,True,False,True
67,60,7,334183,105153,109520,False,Hit and run,Front bumper,5,False,False,False,False,True
21,77,2,509165,273168,300806,False,Theft,Total loss,4,True,True,False,True,True
69,7,9,862179,416690,444620,True,Side collision,Windshield,2,True,False,False,False,True
56,114,0,433029,294197,304449,True,Side collision,Rear bumper,2,True,False,False,False,False
64,113,10,719243,298326,310378,True,Side collision,Front bumper,6,False,False,False,False,False
38,117,5,1145180,584215,605067,False,Side collision,Side panel,1,True,False,False,False,False
55,32,9,578879,162428,186274,False,Fire,Windshield,3,True,True,True,False,False
65,88,6,514980,102747,131266,True,Side collision,Windshield,0,False,True,False,False,False
33,48,12,668682,93455,116103,True,Side collision,Front bumper,1,True,False,False,False,False
60,64,3,663842,332970,362916,True,Fire,Total loss,6,True,False,True,False,False
31,120,1,400914,201961,214961,True,Hit and run,Side panel,6,False,True,False,False,True
64,21,6,516867,251870,260103,False,Theft,Front bumper,6,True,False,False,True,True
24,8,5,697869,194061,200521,False,Rollover,Windshield,4,True,False,False,False,True
52,60,2,664724,412373,420684,True,Theft,Engine,5,False,False,False,True,False
32,105,10,1127633,717398,740063,False,Hit and run,Front bumper,6,True,True,False,False,True
37,106,3,974446,601628,624144,True,Side collision,Engine,4,False,False,False,False,False
25,88,12,1048049,414552,442327,True,Theft,Side panel,4,False,True,False,True,False
24,56,7,841542,542724,567687,True,Theft,Total loss,5,True,True,False,True,False
34,13,8,697945,384647,404683,True,Hit and run,Engine,6,True,True,False,False,False
45,33,4,657761,515172,532226,True,Fire,Total loss,0,True,False,True,False,False
24,45,11,1142051,460961,489756,True,Side collision,Engine,1,True,True,False,False,False
24,28,2,624555,358218,376898,False,Hit and run,Total loss,2,False,False,False,False,False
61,89,7,491319,304085,311983,False,Side collision,Rear bumper,6,False,False,False,False,True
36,79,0,1001180,530335,558208,True,Rollover,Engine,5,False,True,False,False,False
42,69,4,811133,248286,261416,False,Hit and run,Total loss,5,False,True,False,False,True
61,101,5,924025,474978,491585,True,Rollover,Windshield,3,False,True,False,False,False
64,47,5,827514,269069,272515,False,Hit and run,Front bumper,1,False,False,False,False,False
22,38,5,1064450,778491,785251,True,Fire,Windshield,2,True,False,True,False,False
47,44,3,443743,24538,50427,False,Side collision,Total loss,1,True,True,False,False,False
62,2,9,666891,468391,476685,False,Side collision,Front bumper,4,False,True,False,False,True
54,110,9,765249,369956,395205,True,Fire,Total loss,3,True,False,True,False,False
49,30,6,1139981,773082,797333,True,Theft,Total loss,3,True,True,False,True,False
48,76,11,578950,71934,81252,False,Rear-end collision,Total loss,5,True,True,False,False,True
44,77,5,969626,519121,523713,True,Theft,Side panel,6,False,True,False,True,False
42,72,6,843056,315403,324046,True,Hit and run,Front bumper,0,True,True,False,False,False
66,32,5,459012,299684,308908,True,Rollover,Total loss,4,True,True,False,False,False
31,19,12,1085190,33402,48012,True,Fire,Front bumper,0,True,False,True,False,False
43,102,1,351010,244217,257726,False,Theft,Front bumper,2,False,False,False,True,True
43,113,1,700496,482178,495078,True,Rear-end collision,Front bumper,1,True,False,False,False,False
41,16,3,769873,582519,609064,True,Fire,Engine,3,False,False,True,False,False
41,22,7,677778,142453,169029,True,Fire,Front bumper,1,False,True,True,False,False
56,14,2,603593,74575,96698,True,Side collision,Front bumper,0,True,True,False,False,True
45,93,4,439154,148269,153351,True,Rollover,Rear bumper,0,True,False,False,False,False
22,89,11,1124526,476850,502227,True,Side collision,Side panel,1,True,True,False,False,False
33,16,12,385275,31020,53084,True,Side collision,Rear bumper,2,True,True,False,False,False
36,52,9,769026,536048,552613,True,Side collision,Windshield,0,False,False,False,False,False
26,85,0,1086192,14101,42742,True,Rollover,Front bumper,6,True,True,False,False,False
55,70,2,1084631,555465,582054,True,Theft,Windshield,0,True,True,False,True,False
34,71,1,513885,189309,198930,True,Fire,Engine,3,True,False,True,False,False
36,86,1,509066,335543,362874,True,Theft,Windshield,2,False,False,False,True,False
37,56,9,1124418,336741,366051,True,Hit and run,Engine,5,False,False,False,False,False
54,58,4,780900,105118,132589,True,Fire,Total loss,4,False,False,True,False,False
23,16,7,1099187,725332,747541,True,Rollover,Front bumper,5,False,False,False,False,False
36,74,10,660824,241556,246695,True,Side collision,Engine,3,True,True,False,False,False
62,22,1,535718,155745,166273,True,Hit and run,Side panel,3,True,True,False,False,False
23,115,10,718531,482341,489512,True,Rear-end collision,Side panel,6,True,False,False,False,True
35,41,1,820191,632541,635806,True,Theft,Rear bumper,1,False,False,False,True,False
40,104,0,790353,536932,564036,True,Fire,Total loss,3,True,True,True,False,False
50,55,0,972480,219365,248109,True,Rear-end collision,Front bumper,4,False,False,False,False,False
64,44,4,554069,380798,388460,False,Rear-end collision,Engine,0,True,False,False,False,False
22,5,2,357153,280348,291600,True,Rear-end collision,Total loss,2,True,False,False,False,False
25,30,3,515261,80946,86615,True,Side collision,Front bumper,0,True,False,False,False,False
69,75,10,510245,140268,156142,True,Fire,Front bumper,3,True,True,True,False,True
46,85,4,667465,340948,351566,False,Side collision,Windshield,1,False,True,False,False,False
65,105,3,641892,220688,243804,True,Side collision,Front bumper,0,False,True,False,False,False
40,92,1,795506,175543,180563,False,Theft,Total loss,2,True,True,False,True,True
26,32,7,901602,293220,305454,True,Rollover,Rear bumper,0,False,False,False,False,False
70,43,1,863368,97078,123540,True,Hit and run,Windshield,5,True,True,False,False,False
62,30,0,1185613,85863,105899,True,Fire,Rear bumper,5,False,False,True,False,False
44,47,10,538830,338199,345405,True,Fire,Engine,1,True,True,True,False,False
41,113,0,305771,14789,26891,False,Fire,Side panel,5,True,True,True,False,True
61,56,0,527072,399329,414569,False,Rear-end collision,Rear bumper,2,True,False,False,False,True
50,107,11,820713,28510,33913,False,Theft,Side panel,2,True,False,False,True,False
36,80,1,467002,169934,195787,True,Theft,Windshield,0,False,True,False,True,False
63,50,10,1081905,862174,864335,True,Side collision,Engine,3,False,False,False,False,False
42,41,4,1175362,581462,600145,True,Rear-end collision,Rear bumper,4,True,False,False,False,False
42,92,5,647362,122087,141847,True,Rear-end collision,Windshield,4,False,False,False,False,False
23,3,4,736973,244567,256072,True,Fire,Windshield,3,False,False,True,False,False
40,100,6,735504,434663,443504,True,Theft,Windshield,3,True,False,False,True,True
63,41,12,327484,138333,163315,True,Side collision,Windshield,4,True,False,False,False,False
42,64,0,670590,426251,430036,True,Fire,Engine,4,True,True,True,False,False
36,100,7,586774,77515,102621,True,Hit and run,Total loss,0,True,True,False,False,False
26,73,8,1042240,396721,421454,False,Side collision,Front bumper,2,True,True,False,False,False
27,88,0,575394,29320,54262,True,Theft,Front bumper,2,True,True,False,True,False
69,100,10,1020198,263610,285937,True,Hit and run,Front bumper,6,False,True,False,False,False
56,80,12,834725,484870,509891,True,Rollover,Engine,1,True,True,False,False,False
56,54,12,878791,531776,544420,True,Fire,Side panel,3,True,True,True,False,False
21,69,4,512168,134697,138216,False,Theft,Side panel,5,True,True,False,True,False
53,91,5,486248,369944,398143,True,Rear-end collision,Front bumper,5,True,True,False,False,False
62,37,4,424341,67788,85765,True,Rollover,Side panel,1,False,False,False,False,False
32,6,2,1008568,51961,60451,False,Rear-end collision,Engine,4,False,False,False,False,True
26,27,12,625846,416249,426647,True,Rear-end collision,Front bumper,6,False,False,False,False,False
41,20,6,591848,152593,155818,True,Hit and run,Side panel,1,False,False,False,False,False
66,29,12,539592,242961,254604,True,Side collision,Side panel,1,False,False,False,False,False
25,83,6,873024,45133,47380,True,Rollover,Windshield,6,False,False,False,False,False
49,10,8,1170058,154673,174877,True,Side collision,Front bumper,4,True,True,False,False,False
52,16,0,693770,115270,137119,True,Fire,Engine,3,False,False,True,False,False
25,80,9,665930,266133,287520,True,Theft,Front bumper,3,False,False,False,True,False
36,60,2,715059,37660,66019,False,Theft,Total loss,5,True,False,False,True,True
35,44,0,720383,415610,435575,True,Theft,Front bumper,4,False,True,False,True,False
62,47,12,344293,39859,62762,True,Hit and run,Total loss,1,False,False,False,False,False
33,41,4,1168479,541842,556812,True,Theft,Windshield,3,False,True,False,True,False
33,16,7,912088,491329,510059,True,Rollover,Windshield,6,True,False,False,False,False
33,56,2,382072,39072,42604,True,Rear-end collision,Total loss,2,True,True,False,False,False
29,89,12,607480,387226,413460,True,Rear-end collision,Side panel,3,False,False,False,False,False
68,114,12,455234,315973,322865,True,Theft,Engine,5,True,False,False,True,True
41,91,5,1199646,60099,83020,True,Rear-end collision,Engine,2,False,True,False,False,False
23,88,9,506035,48608,55587,True,Hit and run,Front bumper,1,True,False,False,False,False
30,93,5,869331,296620,323813,True,Rollover,Windshield,1,False,False,False,False,False
64,72,11,1037605,304397,325267,False,Fire,Engine,1,False,False,True,False,False
49,98,3,812830,128891,150575,False,Rear-end collision,Engine,4,True,False,False,False,True
48,115,7,684184,371137,375581,True,Side collision,Rear bumper,0,False,True,False,False,False
41,93,2,869996,309663,324702,True,Rollover,Side panel,3,False,False,False,False,False
27,74,8,923657,241948,244049,True,Theft,Total loss,0,False,True,False,True,False
48,39,12,416321,67810,76630,True,Fire,Rear bumper,2,True,False,True,False,False
32,25,1,359179,114400,116984,False,Fire,Windshield,5,True,False,True,False,True
38,66,1,1039314,249263,277055,True,Hit and run,Side panel,6,True,False,False,False,False
60,106,6,1075160,77120,86763,True,Rollover,Side panel,4,True,True,False,False,False
55,61,1,814961,311511,325950,True,Rollover,Windshield,3,True,True,False,False,False
27,31,1,409909,184289,186459,True,Fire,Side panel,1,True,True,True,False,False
44,66,1,872789,624046,631143,True,Hit and run,Windshield,4,True,True,False,False,False
60,20,4,617479,406049,432391,False,Theft,Engine,6,False,False,False,True,True
50,96,2,590456,161819,184175,True,Rear-end collision,Side panel,3,True,True,False,False,False
57,48,11,515801,136957,149746,True,Hit and run,Rear bumper,6,True,False,False,False,False
29,9,6,368025,129267,154744,True,Rear-end collision,Windshield,5,True,True,False,False,False
53,42,10,423455,113303,139628,True,Rollover,Engine,5,False,False,False,False,False
29,98,8,306202,221699,243025,True,Hit and run,Engine,5,False,True,False,False,False
43,45,4,367286,96893,110228,False,Rollover,Total loss,2,True,True,False,False,False
23,88,2,1049746,597853,606115,False,Rear-end collision,Windshield,0,False,False,False,False,False
49,112,4,785401,98165,108246,True,Rollover,Windshield,4,True,False,False,False,False
61,11,2,852732,404183,427261,False,Theft,Engine,2,False,False,False,True,True
40,12,2,311414,215674,234289,True,Fire,Side panel,3,True,False,True,False,False
32,3,12,1001977,614183,622446,True,Fire,Front bumper,1,True,True,True,False,False
44,65,8,810676,565417,569769,True,Theft,Front bumper,3,True,True,False,True,False
34,70,9,728468,55838,80773,True,Theft,Side panel,0,False,True,False,True,False
35,99,5,720699,346170,348792,False,Side collision,Engine,2,True,False,False,False,False
37,45,6,438062,323879,337018,False,Hit and run,Total loss,6,True,False,False,False,True
55,95,9,615698,42438,45402,True,Hit and run,Front bumper,2,False,True,False,False,False
48,89,0,1159825,551897,558909,False,Side collision,Windshield,2,True,False,False,False,False
22,41,7,579724,332413,338843,True,Side collision,Side panel,6,False,True,False,False,False
49,97,4,1054538,210013,228930,True,Fire,Windshield,6,False,False,True,False,False
27,16,6,636022,30416,48683,True,Rear-end collision,Engine,2,False,False,False,False,False
65,104,6,977261,461728,485973,False,Fire,Front bumper,3,False,True,True,False,False
47,8,7,1075432,787918,795625,False,Rear-end collision,Side panel,6,False,False,False,False,True
31,103,5,510560,353030,376927,True,Side collision,Windshield,4,False,True,False,False,False
34,28,6,842934,666993,693630,True,Hit and run,Side panel,2,False,True,False,False,False
53,32,12,450306,90873,105946,True,Fire,Rear bumper,2,True,True,True,False,False
35,61,8,721615,97814,117370,True,Rear-end collision,Windshield,5,False,False,False,False,False
54,25,4,530169,317294,323035,True,Rollover,Rear bumper,3,False,True,False,False,False
31,13,8,373121,78109,89177,True,Rollover,Side panel,6,False,False,False,False,False
56,14,1,1141051,517812,541481,True,Side collision,Windshield,5,False,False,False,False,False
26,92,10,1048871,174593,202701,True,Rollover,Windshield,1,False,True,False,False,False
67,70,2,752413,193762,223332,False,Theft,Side panel,3,False,True,False,True,True
33,18,8,595250,330026,335540,False,Side collision,Total loss,5,True,False,False,False,True
25,24,4,892918,181215,198702,False,Rear-end collision,Windshield,6,True,False,False,False,True
47,31,0,942940,610676,613338,True,Theft,Engine,1,False,True,False,True,False
24,87,9,380558,82518,102943,False,Fire,Total loss,3,False,True,True,False,False
24,35,2,973844,413059,431553,True,Fire,Front bumper,0,False,True,True,False,False
31,112,6,769458,377293,382876,False,Side collision,Windshield,3,False,True,False,False,False
68,108,11,664719,164883,169986,True,Rear-end collision,Side panel,6,False,False,False,False,False
26,73,4,1020803,27252,49718,True,Fire,Side panel,1,False,True,True,False,False
63,73,1,1175266,503910,533552,True,Hit and run,Total loss,4,False,False,False,False,False
67,76,10,668304,368212,376659,False,Theft,Front bumper,6,False,True,False,True,True
32,82,3,1094264,357061,369830,True,Hit and run,Rear bumper,6,False,False,False,False,False
67,23,6,305578,213961,220054,True,Theft,Total loss,4,True,True,False,True,True
25,77,11,1024763,60842,64444,True,Hit and run,Engine,2,False,True,False,False,False
42,40,4,746281,537639,546917,False,Theft,Front bumper,2,True,True,False,True,True
49,15,5,381295,165140,193273,True,Fire,Total loss,0,True,False,True,False,False
25,90,10,516276,98824,113562,True,Fire,Rear bumper,3,False,True,True,False,False
66,66,1,472267,25426,28112,False,Hit and run,Front bumper,1,True,False,False,False,False
27,36,3,564109,434492,448595,True,Theft,Windshield,0,True,False,False,True,False
53,67,8,1179026,762690,776545,True,Theft,Windshield,4,True,True,False,True,False
53,28,0,565072,228557,237116,True,Hit and run,Total loss,4,False,False,False,False,False
46,91,11,691320,19942,33108,False,Rollover,Windshield,0,False,False,False,False,False
36,38,6,375502,155325,184129,False,Side collision,Engine,6,False,False,False,False,True
46,88,2,474702,191021,195641,True,Side collision,Rear bumper,6,False,True,False,False,False
30,8,6,1072680,385497,406326,True,Side collision,Front bumper,4,True,True,False,False,False
63,58,7,891142,100513,105519,True,Rear-end collision,Total loss,6,True,False,False,False,False
43,96,12,651835,49078,61742,False,Side collision,Side panel,1,False,False,False,False,False
42,51,2,732998,252574,279400,True,Rear-end collision,Windshield,6,True,False,False,False,False
29,116,11,330318,173949,200594,True,Rollover,Windshield,3,False,True,False,False,False
31,60,1,1151789,452312,469810,True,Side collision,Front bumper,6,False,True,False,False,False
46,80,1,806899,322719,327941,True,Fire,Rear bumper,3,True,False,True,False,False
34,58,9,360394,21540,50360,True,Hit and run,Windshield,3,True,True,False,False,True
67,13,4,582587,233243,246954,True,Rollover,Engine,4,True,True,False,False,False
55,115,6,837555,435076,461228,True,Fire,Windshield,1,True,False,True,False,False
22,104,12,991678,155023,161501,False,Rear-end collision,Side panel,2,True,False,False,False,False
32,68,4,958309,181429,204789,True,Side collision,Front bumper,4,True,False,False,False,False
60,7,12,905558,338437,358845,False,Fire,Windshield,3,False,True,True,False,False
46,61,4,977905,331889,361629,True,Rollover,Side panel,4,False,True,False,False,False
67,89,11,924759,180978,190786,True,Side collision,Rear bumper,3,False,False,False,False,False
69,103,3,459526,319571,329851,True,Theft,Rear bumper,2,True,True,False,True,False
56,60,2,434528,318837,346423,False,Rollover,Front bumper,6,False,False,False,False,True
42,117,9,393259,187305,189835,True,Side collision,Side panel,6,False,False,False,False,False
61,3,4,719716,368982,384806,True,Side collision,Engine,2,True,True,False,False,False
44,97,0,960080,317095,334116,True,Rollover,Rear bumper,4,True,False,False,False,False
43,71,10,974674,449196,464102,True,Rollover,Windshield,4,True,True,False,False,False
52,86,2,1013683,294304,316162,True,Hit and run,Side panel,2,False,False,False,False,False
29,85,1,568992,80089,103483,True,Rear-end collision,Windshield,2,True,False,False,False,False
36,69,11,909417,433898,438499,True,Hit and run,Engine,3,True,True,False,False,False
60,50,0,418278,334369,341463,True,Side collision,Front bumper,2,False,False,False,False,False
58,7,10,913193,351582,364198,True,Rollover,Front bumper,2,False,True,False,False,False
67,53,9,1032531,452073,471845,True,Side collision,Total loss,3,True,False,False,False,False
58,56,9,723905,433147,441010,True,Rollover,Total loss,4,True,False,False,False,True
32,3,10,318292,250092,274113,True,Hit and run,Total loss,6,False,False,False,False,True
43,86,1,910627,299376,303354,True,Hit and run,Side panel,3,False,True,False,False,True
40,56,6,866232,565717,573722,True,Rear-end collision,Engine,2,False,False,False,False,True
70,96,9,834987,443672,455851,True,Side collision,Engine,4,False,False,False,False,False
41,24,2,558946,47956,75524,True,Side collision,Total loss,6,False,True,False,False,False
24,72,6,798647,418483,430333,False,Hit and run,Front bumper,6,False,True,False,False,False
39,93,12,476682,89111,92042,True,Side collision,Engine,1,True,True,False,False,False
26,92,11,1120326,514961,528178,False,Side collision,Windshield,4,True,True,False,False,False
33,10,3,391486,223696,251768,True,Theft,Windshield,6,False,False,False,True,False
42,67,10,1041985,758898,784577,True,Side collision,Total loss,0,True,True,False,False,False
38,33,1,541049,260777,279075,True,Theft,Windshield,2,True,False,False,True,False
51,64,7,381159,147162,170978,True,Rollover,Side panel,1,True,False,False,False,True
46,101,4,907369,66069,71256,True,Fire,Rear bumper,4,False,True,True,False,False
27,62,7,976160,183139,194893,True,Fire,Rear bumper,6,False,True,True,False,True
32,105,4,985469,575199,587343,False,Side collision,Front bumper,6,True,False,False,False,True
56,12,8,1103665,22556,36145,False,Rollover,Rear bumper,0,True,False,False,False,False
30,38,2,419000,111034,127348,True,Fire,Windshield,4,False,True,True,False,False
70,24,0,1120427,36907,62166,True,Fire,Rear bumper,6,False,True,True,False,False
22,104,3,955163,362306,384883,True,Theft,Windshield,4,False,True,False,True,False
30,26,6,792295,364125,380989,True,Theft,Total loss,4,True,True,False,True,False
69,76,11,1016399,665000,692616,True,Fire,Rear bumper,6,False,True,True,False,False
25,39,5,391736,220062,223717,True,Hit and run,Rear bumper,1,True,True,False,False,False
25,23,12,875766,525009,542866,True,Rollover,Rear bumper,0,False,False,False,False,False
60,113,5,962179,418970,431221,False,Side collision,Total loss,1,True,False,False,False,False
29,81,6,1127157,23946,31369,True,Fire,Total loss,5,False,False,True,False,False
30,50,2,712252,355500,361432,True,Rear-end collision,Total loss,3,True,False,False,False,False
27,3,12,662643,43836,59805,True,Theft,Engine,0,False,False,False,True,False
26,15,12,996148,711415,731243,True,Fire,Windshield,3,True,False,True,False,False
66,42,4,1174801,516864,525040,True,Rear-end collision,Windshield,4,False,True,False,False,False
38,105,10,1094372,548118,570754,True,Rear-end collision,Windshield,0,False,False,False,False,False
25,65,12,798403,131461,158684,True,Side collision,Total loss,4,True,True,False,False,False
38,81,7,664573,512585,537151,False,Rollover,Rear bumper,2,False,True,False,False,True
30,89,8,896325,627767,639520,False,Side collision,Total loss,3,False,True,False,False,True
47,76,8,877780,328397,341655,True,Fire,Total loss,2,True,False,True,False,False
44,45,3,397726,161673,166009,False,Theft,Total loss,3,True,False,False,True,True
50,27,9,406620,174704,194045,True,Fire,Total loss,5,True,True,True,False,False
70,84,2,451789,153869,161085,True,Theft,Side panel,3,False,True,False,True,False
55,24,11,629809,67581,86077,True,Theft,Engine,3,True,True,False,True,False
21,46,2,422738,160221,166802,True,Hit and run,Engine,2,False,False,False,False,False
63,49,2,338343,33570,62340,True,Side collision,Front bumper,2,True,True,False,False,False
69,109,2,455456,334108,339206,False,Rollover,Windshield,1,False,True,False,False,False
31,45,10,905073,13150,40914,True,Hit and run,Rear bumper,5,False,False,False,False,False
60,39,10,604935,445647,465291,False,Side collision,Front bumper,6,False,True,False,False,True
26,50,1,316690,156667,159088,False,Side collision,Total loss,2,False,False,False,False,False
40,91,0,846803,133850,148427,True,Rollover,Engine,0,False,True,False,False,False
58,86,8,1113426,33450,53757,True,Fire,Rear bumper,1,False,False,True,False,False
55,69,10,722051,288452,316734,True,Rollover,Engine,4,False,True,False,False,False
43,2,12,712909,49443,73254,True,Rollover,Rear bumper,5,False,False,False,False,False
69,94,9,1175175,876071,881944,True,Fire,Total loss,6,True,True,True,False,True
32,81,9,1188472,359786,379978,False,Rollover,Total loss,2,True,True,False,False,False
43,80,1,322002,233966,239136,True,Rear-end collision,Engine,6,True,True,False,False,False
63,83,9,896337,526488,528737,True,Side collision,Side panel,2,False,False,False,False,False
46,65,5,743983,478692,484104,True,Rear-end collision,Front bumper,6,True,False,False,False,False
28,87,7,680707,429931,445672,False,Fire,Total loss,4,False,False,True,False,False
48,40,2,1082283,487155,490736,False,Hit and run,Side panel,1,True,True,False,False,False
46,1,5,539404,360785,374642,True,Theft,Rear bumper,6,True,False,False,True,False
40,45,0,744065,473992,490676,True,Rollover,Rear bumper,4,True,True,False,False,False
36,104,5,489483,102472,105812,True,Theft,Total loss,2,False,True,False,True,False
45,113,3,937329,532011,560358,True,Fire,Side panel,6,False,True,True,False,False
55,105,1,612873,312537,321575,False,Rollover,Side panel,2,False,True,False,False,True
38,1,5,872012,95506,101119,True,Rear-end collision,Windshield,0,True,False,False,False,False
63,1,7,338354,42892,69580,True,Rollover,Side panel,1,False,True,False,False,False
42,21,10,619465,194975,202456,True,Side collision,Total loss,3,False,True,False,False,False
36,20,6,987512,685773,714881,True,Hit and run,Front bumper,5,False,True,False,False,False
22,117,0,847566,291229,296766,False,Side collision,Total loss,3,False,True,False,False,False
